,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
13,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Writing this review after 2 weeks of use. + Topclass performance - blazing fast + Insane battery charging speed - 15 mins flat from 30 to 95% + Fantastic battery back up + Pretty competent camera + Gorgeous screen + Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween. This is a brilliant phone, with exchange I got this for 46k ..absolute no brainer vs S23 series.",https://m.media-amazon.com/images/I/61SxVYWWvhL._SY88.jpg,Product_Quality,0,"Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween",Cost,0,"This is a brilliant phone, with exchange I got this for 46k",Feedback,0.0,absolute no brainer vs S23 series.,,,,,,,0,
13,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Writing this review after 2 weeks of use. + Topclass performance - blazing fast + Insane battery charging speed - 15 mins flat from 30 to 95% + Fantastic battery back up + Pretty competent camera + Gorgeous screen + Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween. This is a brilliant phone, with exchange I got this for 46k ..absolute no brainer vs S23 series.",https://m.media-amazon.com/images/I/813J14wytyL._SY88.jpg,Product_Quality,0,"Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween",Cost,0,"This is a brilliant phone, with exchange I got this for 46k",Feedback,0.0,absolute no brainer vs S23 series.,,,,,,,0,
13,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Writing this review after 2 weeks of use. + Topclass performance - blazing fast + Insane battery charging speed - 15 mins flat from 30 to 95% + Fantastic battery back up + Pretty competent camera + Gorgeous screen + Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween. This is a brilliant phone, with exchange I got this for 46k ..absolute no brainer vs S23 series.",https://m.media-amazon.com/images/I/91lTEH+DzzL._SY88.jpg,Product_Quality,0,"Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween",Cost,0,"This is a brilliant phone, with exchange I got this for 46k",Feedback,0.0,absolute no brainer vs S23 series.,,,,,,,0,
13,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Writing this review after 2 weeks of use. + Topclass performance - blazing fast + Insane battery charging speed - 15 mins flat from 30 to 95% + Fantastic battery back up + Pretty competent camera + Gorgeous screen + Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween. This is a brilliant phone, with exchange I got this for 46k ..absolute no brainer vs S23 series.",https://m.media-amazon.com/images/I/91py6S-wgQL._SY88.jpg,Product_Quality,0,"Size is just perfect And marble Odyssey feel is just unlike anything I have used so far Have used Samsung flagships all my life, used iPhone 12 for an year inbetween",Cost,0,"This is a brilliant phone, with exchange I got this for 46k",Feedback,0.0,absolute no brainer vs S23 series.,,,,,,,0,
14,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Nice camera, one of fastest lagfree flagship phone under 60k is tough to find. Nice work team oneplus",https://m.media-amazon.com/images/I/510Nwsb084L._SY88.jpg,Performance,0,one of fastest lagfree flagship phone,Camera,0,Nice camera,Cost,0.0,under 60k is tough to find.,Feedback,0.0,Nice work team oneplus,,,,0,
14,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Nice camera, one of fastest lagfree flagship phone under 60k is tough to find. Nice work team oneplus",https://m.media-amazon.com/images/I/711xIonqL5L._SY88.jpg,Performance,0,one of fastest lagfree flagship phone,Camera,0,Nice camera,Cost,0.0,under 60k is tough to find.,Feedback,0.0,Nice work team oneplus,,,,0,
14,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Nice camera, one of fastest lagfree flagship phone under 60k is tough to find. Nice work team oneplus",https://m.media-amazon.com/images/I/71E0yBSOMcL._SY88.jpg,Performance,0,one of fastest lagfree flagship phone,Camera,0,Nice camera,Cost,0.0,under 60k is tough to find.,Feedback,0.0,Nice work team oneplus,,,,0,
14,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Nice camera, one of fastest lagfree flagship phone under 60k is tough to find. Nice work team oneplus",https://m.media-amazon.com/images/I/71vqYAdW25L._SY88.jpg,Performance,0,one of fastest lagfree flagship phone,Camera,0,Nice camera,Cost,0.0,under 60k is tough to find.,Feedback,0.0,Nice work team oneplus,,,,0,
15,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"I am great fan of OnePlus brand . But loved new one OnePlus 11 5G. Battery backup is good 👍😊 Display smooth ❤️ Camera back camera is awesome 👍😎 Frant camera ok okay not so great .while zooming the pic clearity is missing 😞😞😞 disappointed 😞 And while clearly all the apps , stil not clear recent apps ,",https://m.media-amazon.com/images/I/71hCf1ZaHHL._SY88.jpg,Camera,0,Camera back camera is awesome 👍😎,Display,0,Display smooth ❤️,Camera,1.0,Frant camera ok okay not so great .while zooming the pic clearity is missing 😞😞😞 disappointed 😞,Battery,0.0,Battery backup is good 👍😊,Performance,1.0,"And while clearly all the apps , stil not clear recent apps ,",1,
15,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"I am great fan of OnePlus brand . But loved new one OnePlus 11 5G. Battery backup is good 👍😊 Display smooth ❤️ Camera back camera is awesome 👍😎 Frant camera ok okay not so great .while zooming the pic clearity is missing 😞😞😞 disappointed 😞 And while clearly all the apps , stil not clear recent apps ,",https://m.media-amazon.com/images/I/81sHxuWgdyL._SY88.jpg,Camera,0,Camera back camera is awesome 👍😎,Display,0,Display smooth ❤️,Camera,1.0,Frant camera ok okay not so great .while zooming the pic clearity is missing 😞😞😞 disappointed 😞,Battery,0.0,Battery backup is good 👍😊,Performance,1.0,"And while clearly all the apps , stil not clear recent apps ,",1,
16,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Performance: pretty fast, we did not see any lag in a week's use. face unlock and touch unlock are as fast as an iphone's. you can open many applications but phone will not break a sweat. new processor has really done a good job, with practical 16gb of ram. Security: it provides lots of security features for locking phone: face unlock, pattern, password, number lock and fingerprint. Screen: It has a very bright screen which works well indoors. little dark under the sun, but I feel it is ok. curved screen gives it a good look. Camera: Picture quality from back camera is decent, only drawback is it overexposes photos some times, so white balance needs to be adjusted before taking photos. same goes for front camera. telephoto and macro modes do a decent job. front facing camera takes decent pictures, but photos are patchy and have excess sharpness in low light mode. video calls have decent quality. Connectivity: 4G and 4G connectivity is great and there is no apparent lag in network. 5G gave around 100Mbps speed on ookla. Battery: battery backup is decent and phone lasts for a day with moderate use. new processor is fast and phone does not heat up when charging or during overuse as our previous oneplus 5. 100W charger is good and charges full phone in under 30 min in practical scenario, without heating phone. Build: phone is little at bulky side, feeling of which will disappear when you are used to it. Phone is pretty sturdy and looks good when held in one hand. overall a good purchase.",https://m.media-amazon.com/images/I/51491v7vq+L._SY88.jpg,Battery,0,"Battery backup is decent and phone lasts for a day with moderate use. new processor is fast and phone does not heat up when charging or during overuse as our previous oneplus 5. 100W charger is good and charges full phone in under 30 min in practical scenario, without heating phone.",Security,0,"It provides lots of security features for locking phone: face unlock, pattern, password, number lock and fingerprint.",Display,0.0,,Camera,1.0,"Picture quality from back camera is decent, only drawback is it overexposes photos some times, so white balance needs to be adjusted before taking photos. same goes for front camera. telephoto and macro modes do a decent job. front facing camera takes decent pictures, but photos are patchy and have excess sharpness in low light mode. video calls have decent quality.",Network,0.0,4G and 4G connectivity is great and there is no apparent lag in network. 5G gave around 100Mbps speed on ookla.,1,
16,Mobile,OnePlus,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",https://www.amazon.in/OnePlus-Eternal-Green-256GB-Storage/dp/B0BQJM2PXW/ref=cm_cr_arp_d_product_top?ie=UTF8,"Performance: pretty fast, we did not see any lag in a week's use. face unlock and touch unlock are as fast as an iphone's. you can open many applications but phone will not break a sweat. new processor has really done a good job, with practical 16gb of ram. Security: it provides lots of security features for locking phone: face unlock, pattern, password, number lock and fingerprint. Screen: It has a very bright screen which works well indoors. little dark under the sun, but I feel it is ok. curved screen gives it a good look. Camera: Picture quality from back camera is decent, only drawback is it overexposes photos some times, so white balance needs to be adjusted before taking photos. same goes for front camera. telephoto and macro modes do a decent job. front facing camera takes decent pictures, but photos are patchy and have excess sharpness in low light mode. video calls have decent quality. Connectivity: 4G and 4G connectivity is great and there is no apparent lag in network. 5G gave around 100Mbps speed on ookla. Battery: battery backup is decent and phone lasts for a day with moderate use. new processor is fast and phone does not heat up when charging or during overuse as our previous oneplus 5. 100W charger is good and charges full phone in under 30 min in practical scenario, without heating phone. Build: phone is little at bulky side, feeling of which will disappear when you are used to it. Phone is pretty sturdy and looks good when held in one hand. overall a good purchase.",https://m.media-amazon.com/images/I/51Pz8t+cJeL._SY88.jpg,Battery,0,"Battery backup is decent and phone lasts for a day with moderate use. new processor is fast and phone does not heat up when charging or during overuse as our previous oneplus 5. 100W charger is good and charges full phone in under 30 min in practical scenario, without heating phone.",Security,0,"It provides lots of security features for locking phone: face unlock, pattern, password, number lock and fingerprint.",Display,0.0,,Camera,1.0,"Picture quality from back camera is decent, only drawback is it overexposes photos some times, so white balance needs to be adjusted before taking photos. same goes for front camera. telephoto and macro modes do a decent job. front facing camera takes decent pictures, but photos are patchy and have excess sharpness in low light mode. video calls have decent quality.",Network,0.0,4G and 4G connectivity is great and there is no apparent lag in network. 5G gave around 100Mbps speed on ookla.,1,
